1 2 3
1 3 2
1 4 23
1 5 21
1 6 4
2 7 12
3 7 10
4 8 8
5 9 4
6 9 14
7 10 17
8 10 17
9 11 16
10 12 15
11 13 12
12 14 6
13 15 4
14 16 8
15 17 12
15 18 10
15 19 6
16 20 12
16 21 19
16 22 22
16 23 7
17 24 19
17 25 8
17 26 18
18 27 22
18 28 14
18 29 17
18 30 1
19 31 2
19 32 4
20 33 4
21 33 23
22 33 16
23 33 16
24 33 9
25 33 19
26 34 2
27 34 15
28 34 16
29 34 21
30 34 5
31 34 16
32 34 3
33 35 12
34 36 8
35 37 1
36 38 12
36 39 5
36 40 17
37 41 4
38 42 12
39 43 16
40 44 11
41 45 19
42 46 23
43 47 12
44 47 2
45 48 10
46 48 3
47 49 11
48 50 17
49 50 8
