1 2 3
1 3 9
1 4 9
1 5 7
2 6 22
3 6 9
4 7 8
5 7 19
6 8 2
6 9 2
7 10 20
7 11 11
8 12 12
9 13 23
10 14 4
11 14 12
12 15 16
12 16 2
13 17 10
13 18 9
14 19 1
14 20 10
15 21 4
16 21 20
17 21 23
18 22 5
19 22 9
20 22 17
21 23 13
21 24 19
21 25 11
21 26 13
22 27 15
22 28 1
23 29 15
24 29 19
25 30 1
26 31 10
27 32 11
28 33 4
29 34 12
30 34 11
31 35 7
32 36 3
33 36 18
34 37 3
34 38 4
34 39 8
34 40 10
35 41 8
36 42 8
37 43 17
38 43 16
39 43 6
40 44 1
41 44 8
42 44 1
43 45 3
43 46 2
43 47 19
44 48 8
44 49 17
45 50 8
46 50 13
47 50 4
48 50 11
49 50 3
