1 2 3
1 3 6
1 4 6
1 5 5
1 6 5
2 7 7
2 8 1
2 9 2
3 10 7
3 11 7
3 12 3
3 13 3
4 14 7
4 15 4
4 16 2
5 17 6
5 18 1
5 19 3
5 20 2
6 21 5
7 22 3
8 23 7
9 24 1
10 25 2
11 26 2
12 27 6
13 28 4
14 29 6
15 30 1
16 31 7
17 32 7
18 32 3
19 33 6
20 34 1
21 35 7
22 36 4
23 37 4
24 38 1
25 39 6
26 39 2
27 39 5
28 40 3
29 41 2
30 42 6
31 42 2
32 43 5
33 44 3
34 45 3
35 46 6
36 47 6
37 48 6
38 49 4
39 50 4
40 51 1
41 52 5
41 53 2
42 54 7
43 55 2
44 56 4
45 57 4
46 58 3
47 59 3
48 60 1
49 61 4
50 62 7
51 63 6
51 64 5
52 65 3
52 66 6
53 67 3
54 68 1
55 69 2
56 70 3
57 71 1
58 72 2
59 73 7
60 74 3
61 75 1
62 76 4
63 77 1
63 78 3
64 79 5
65 80 1
66 81 3
67 82 5
68 83 1
69 84 2
70 85 5
71 86 6
72 87 3
73 88 7
73 89 7
74 90 4
74 91 1
75 92 3
76 93 6
77 94 5
78 95 1
79 96 5
80 97 3
81 98 5
82 99 6
83 100 4
84 101 1
84 102 4
84 103 2
85 104 1
86 105 3
87 106 7
88 107 7
89 108 4
90 109 7
91 110 6
92 111 4
93 112 5
94 113 6
95 114 3
96 115 6
97 116 7
98 117 6
99 118 5
100 119 4
101 120 6
102 121 6
103 122 2
104 123 4
105 124 7
106 124 6
107 125 6
108 126 7
109 127 7
110 128 6
111 129 2
112 130 3
113 131 5
114 132 2
115 133 6
116 133 4
117 134 6
118 135 2
119 136 3
120 137 4
121 138 7
122 139 3
123 140 4
124 140 7
125 141 7
126 142 3
127 143 7
128 144 7
129 145 2
130 146 2
131 147 3
132 147 7
133 148 2
134 149 4
135 149 7
136 150 5
137 151 4
138 152 3
139 153 4
140 154 6
141 155 2
142 156 3
143 157 6
143 158 6
144 159 6
145 160 7
146 161 6
147 162 1
148 163 6
149 164 3
150 165 4
151 166 1
152 167 7
153 168 1
154 169 4
155 170 7
156 171 6
157 172 2
158 172 5
159 173 1
160 174 7
161 175 5
162 175 3
163 175 6
164 176 5
165 177 2
166 178 2
167 179 5
168 180 1
169 181 2
170 182 6
171 183 2
172 184 2
173 185 1
174 186 2
175 187 1
176 188 1
177 189 1
178 190 1
179 191 2
180 192 6
181 193 7
182 194 5
183 195 6
184 196 4
185 197 2
186 197 6
187 197 6
188 198 6
189 199 7
190 200 6
191 200 5
192 201 5
193 202 7
194 203 7
195 204 4
196 205 1
197 206 5
197 207 6
198 208 5
199 209 5
200 210 7
201 211 1
202 212 2
202 213 1
203 214 4
204 215 1
205 215 5
206 216 6
207 216 7
208 216 4
209 216 2
210 217 7
211 217 7
212 218 5
213 218 6
214 219 7
214 220 2
214 221 7
215 222 1
215 223 7
215 224 7
216 225 5
216 226 3
216 227 5
217 228 6
217 229 1
217 230 3
218 231 7
218 232 1
219 233 7
220 233 1
221 234 7
222 235 6
223 236 7
224 237 4
225 238 3
226 239 3
227 240 4
228 241 6
229 242 5
230 243 4
231 244 4
232 244 6
233 245 1
234 246 2
235 247 6
236 248 3
237 249 3
238 250 6
239 251 7
240 252 3
241 253 6
242 254 4
243 255 2
244 256 4
245 257 3
245 258 2
246 259 3
246 260 4
247 261 3
248 262 5
249 263 4
250 264 3
251 265 7
251 266 1
251 267 5
252 268 1
252 269 6
253 270 3
254 271 5
255 272 4
256 273 3
257 274 5
258 275 2
259 276 7
260 277 4
261 278 1
262 279 7
263 280 1
264 281 5
265 282 7
