1 2 3
1 3 1
2 4 1
2 5 1
3 6 4
3 7 3
3 8 2
4 9 2
5 10 3
6 11 1
6 12 4
6 13 5
7 14 1
8 15 1
8 16 1
8 17 3
9 18 4
10 19 4
10 20 1
11 21 5
12 22 3
12 23 3
13 24 4
14 25 4
14 26 4
15 27 2
15 28 3
16 29 3
16 30 4
16 31 5
17 32 4
18 33 4
19 34 3
20 35 4
21 36 2
22 36 3
23 37 4
24 38 5
25 38 2
26 39 1
27 39 4
28 40 1
29 40 1
30 41 2
31 42 1
32 43 2
33 44 1
34 45 4
35 45 5
36 45 2
37 46 3
38 46 5
39 47 5
40 47 1
41 48 1
42 48 2
43 48 3
44 49 3
44 50 5
44 51 2
45 52 2
45 53 1
45 54 5
45 55 5
46 56 4
47 57 4
48 58 4
48 59 5
49 60 5
50 60 5
51 61 4
52 61 5
53 62 4
54 63 4
55 64 1
56 65 3
57 65 2
58 66 4
59 67 5
60 68 2
61 69 4
62 70 1
63 71 5
64 72 5
65 73 1
66 74 5
67 75 3
68 76 3
68 77 5
69 78 1
70 79 5
71 80 4
72 81 4
72 82 1
73 83 1
74 84 3
75 85 3
76 86 3
77 87 1
78 87 2
79 88 3
80 88 3
81 89 5
82 90 4
83 91 2
84 92 4
85 93 5
86 94 2
87 94 1
88 95 3
89 95 1
90 96 3
91 97 2
92 98 5
93 99 3
94 100 4
95 101 4
96 102 5
97 103 1
98 104 3
99 105 5
100 106 2
101 107 1
102 108 3
103 109 2
104 110 4
105 111 5
106 112 3
107 113 1
108 114 5
109 115 5
110 116 1
111 117 2
112 118 5
113 119 4
114 120 4
114 121 1
115 122 2
116 123 5
116 124 4
117 125 3
118 126 2
118 127 5
118 128 4
118 129 5
119 130 1
119 131 1
120 132 4
120 133 3
120 134 4
120 135 5
121 136 1
121 137 2
121 138 5
121 139 4
122 140 3
123 141 2
123 142 3
123 143 1
124 144 4
124 145 1
124 146 1
125 147 2
125 148 4
125 149 2
126 150 5
127 150 1
128 151 3
129 151 4
130 151 1
131 152 3
132 152 4
133 153 2
134 154 2
135 154 4
136 154 1
137 155 1
138 155 5
139 156 4
140 157 4
141 157 4
142 157 1
143 158 5
144 158 5
145 159 3
146 160 3
147 160 4
148 160 3
149 161 2
150 162 5
151 162 2
152 162 4
153 163 5
154 163 2
155 163 2
156 163 2
157 164 2
158 164 5
159 164 3
160 165 1
161 166 4
162 167 2
162 168 4
162 169 1
162 170 5
163 171 3
163 172 2
163 173 1
164 174 3
164 175 2
164 176 3
165 177 3
165 178 4
165 179 3
165 180 1
166 181 3
166 182 3
166 183 2
167 184 4
168 184 2
169 185 1
170 185 2
171 186 1
172 187 1
173 187 4
174 188 5
175 189 5
176 189 1
177 189 1
178 190 3
179 190 5
180 190 2
181 190 3
182 191 5
183 192 3
184 193 5
185 194 2
186 195 5
186 196 4
187 197 4
188 198 2
189 199 1
189 200 1
190 201 3
191 202 5
192 203 4
192 204 5
193 205 4
194 206 1
195 207 2
196 208 3
197 209 2
198 210 4
199 211 1
200 212 2
201 212 5
202 213 5
203 213 1
204 214 5
205 215 4
206 216 5
207 217 1
208 218 4
209 219 3
209 220 4
210 221 4
211 222 2
212 223 2
213 224 4
213 225 5
214 226 1
215 227 3
216 228 5
217 228 5
218 229 2
219 230 4
220 231 3
221 231 3
222 232 5
223 233 3
224 233 4
225 234 1
226 234 4
227 235 5
227 236 4
228 237 4
229 238 2
230 239 4
230 240 5
231 241 3
232 242 1
233 243 5
233 244 5
234 245 2
234 246 3
235 247 2
236 248 1
237 249 2
238 250 1
239 251 4
240 252 2
241 252 4
242 253 5
243 253 5
244 254 1
245 254 1
246 254 4
247 255 3
248 256 2
249 257 5
250 258 5
251 259 4
252 260 4
252 261 2
253 262 1
254 263 1
254 264 4
255 265 1
256 266 2
257 267 2
257 268 1
258 269 2
259 270 1
260 271 1
260 272 4
261 273 3
262 274 5
263 275 4
264 276 3
265 277 5
266 278 4
267 278 2
268 279 1
269 279 2
270 280 3
271 281 4
272 282 4
273 283 3
274 284 2
275 285 3
276 286 2
277 287 2
278 288 4
279 289 4
280 290 3
281 290 5
282 291 4
283 292 4
284 292 5
285 293 3
286 294 1
287 295 5
288 295 4
289 296 5
290 297 4
291 298 4
292 298 4
293 299 2
294 299 2
295 300 3
296 300 3
297 300 1
298 300 4
299 300 1
