1 2 3
1 3 8
1 4 5
2 5 6
2 6 3
2 7 1
3 8 9
3 9 5
3 10 7
4 11 6
4 12 5
4 13 2
5 14 6
6 15 7
7 16 6
8 17 2
9 18 5
10 18 2
11 19 3
12 20 3
13 21 2
14 22 4
14 23 4
15 24 7
16 25 1
16 26 2
17 27 4
18 28 9
18 29 3
18 30 1
19 31 1
20 32 8
20 33 1
20 34 9
21 35 3
22 36 4
23 37 1
24 38 4
25 39 3
26 40 9
27 41 3
28 42 4
29 43 3
30 44 7
31 45 8
32 46 5
33 47 7
34 48 6
35 49 7
36 50 2
37 51 3
38 52 9
38 53 4
39 54 2
40 55 8
40 56 5
40 57 5
41 58 6
42 59 3
43 60 3
44 61 4
45 62 5
46 63 7
46 64 8
47 65 4
48 66 9
49 67 5
50 68 5
51 69 5
52 70 6
53 70 2
54 71 8
55 72 6
56 73 5
57 74 9
58 75 8
59 76 1
60 77 4
61 78 4
62 78 7
63 79 3
64 80 1
65 81 4
66 81 3
67 82 3
68 83 5
69 84 6
70 85 7
71 86 4
72 87 9
73 88 2
74 89 9
74 90 3
75 91 8
76 92 3
77 93 6
78 94 2
79 95 6
80 96 9
81 97 9
82 98 8
83 99 2
83 100 7
83 101 6
84 102 6
84 103 3
84 104 3
85 105 4
85 106 1
85 107 1
86 108 5
86 109 9
86 110 4
87 111 4
87 112 9
87 113 8
88 114 5
88 115 6
88 116 9
89 117 8
89 118 5
89 119 1
90 120 6
90 121 3
90 122 4
91 123 3
91 124 8
91 125 6
92 126 3
92 127 4
92 128 9
93 129 4
93 130 1
93 131 5
94 132 6
94 133 8
94 134 4
95 135 1
95 136 3
96 137 5
96 138 6
97 139 2
97 140 1
98 141 1
98 142 9
99 143 7
100 143 3
101 143 4
102 144 7
103 144 3
104 145 6
105 145 1
106 145 6
107 146 1
108 146 8
109 146 9
110 147 4
111 147 3
112 147 3
113 147 2
114 148 1
115 148 1
116 148 1
117 148 2
118 148 3
119 148 7
120 149 6
121 149 5
122 149 7
123 150 4
124 150 6
125 150 7
126 150 4
127 151 8
128 151 3
129 151 8
130 151 3
131 151 6
132 152 8
133 152 8
134 153 4
135 153 2
136 153 6
137 154 2
138 154 3
139 155 8
140 155 1
141 155 4
142 156 3
143 157 4
144 157 6
145 158 3
146 158 2
147 159 5
148 160 2
149 161 6
150 162 5
151 163 1
152 163 3
153 164 5
154 165 7
155 165 6
156 165 6
157 166 9
158 167 7
159 168 4
160 169 6
161 170 2
162 171 4
163 172 6
164 173 4
164 174 6
164 175 9
165 176 1
166 177 9
167 178 6
168 179 4
169 180 8
170 181 6
171 182 3
171 183 7
171 184 8
172 185 6
173 186 8
174 187 8
175 188 6
176 189 6
177 190 5
178 191 3
179 192 8
180 193 1
181 194 2
182 195 9
183 196 6
184 197 7
185 198 2
186 199 4
187 200 8
187 201 3
188 202 6
189 203 1
190 204 6
191 205 5
192 205 2
193 206 6
194 207 2
195 208 7
196 209 7
197 210 2
198 211 6
199 212 4
200 213 1
201 214 8
202 215 5
203 215 6
204 216 5
205 216 1
206 217 1
207 217 2
208 217 3
209 218 9
210 219 5
211 219 9
212 219 2
213 220 6
214 220 8
215 220 7
216 221 1
216 222 6
216 223 4
217 224 9
217 225 2
217 226 6
218 227 6
218 228 8
218 229 2
219 230 8
219 231 7
220 232 8
220 233 5
220 234 7
221 235 7
222 236 7
223 236 5
224 237 3
225 238 7
226 239 4
227 240 7
228 241 9
229 241 2
