1 2 3
1 3 11
2 4 10
2 5 2
2 6 13
3 7 13
3 8 7
3 9 8
4 10 4
4 11 3
5 12 10
6 13 11
7 14 3
8 15 8
8 16 9
9 17 11
9 18 11
9 19 2
10 20 12
11 21 13
12 22 7
13 23 5
14 24 5
15 25 7
16 26 7
17 27 2
18 28 11
19 29 10
20 30 9
21 31 7
22 31 2
23 32 3
24 33 5
25 34 11
26 35 6
27 36 2
28 37 5
29 38 5
30 39 7
30 40 11
31 41 2
32 42 6
32 43 2
33 44 4
34 45 8
35 46 1
36 47 9
37 48 8
38 49 4
38 50 13
38 51 9
39 52 8
40 53 8
41 54 8
42 55 10
43 56 6
44 57 4
45 57 1
46 57 6
47 58 11
48 58 4
49 59 2
50 60 9
51 61 6
52 62 13
53 63 2
54 64 2
54 65 12
54 66 9
55 67 3
56 68 2
57 69 12
58 70 4
59 71 12
60 72 8
60 73 12
61 74 1
62 75 3
63 76 13
64 76 7
65 77 9
66 78 5
67 79 9
68 80 3
69 81 5
70 82 6
71 83 13
72 84 7
73 85 10
74 85 3
75 86 12
76 87 3
77 88 8
78 89 12
79 90 13
80 91 9
80 92 11
80 93 4
81 94 8
82 95 4
83 96 3
84 97 13
84 98 11
85 99 13
85 100 8
86 101 9
87 102 1
88 103 4
89 103 2
90 103 8
91 104 3
92 104 6
93 105 8
94 105 12
95 106 1
96 106 2
97 107 10
98 107 7
99 107 5
100 108 2
101 109 8
102 110 13
103 111 7
104 112 1
105 112 11
106 113 3
107 113 7
108 113 12
109 114 2
110 115 10
111 116 2
111 117 6
112 118 9
113 119 11
113 120 4
113 121 3
114 122 7
115 123 10
116 124 5
117 125 12
118 126 7
118 127 1
119 128 3
119 129 7
120 130 5
121 131 10
121 132 11
122 133 7
123 134 10
124 134 13
125 135 7
126 135 8
127 136 2
128 136 12
129 137 7
130 137 7
131 138 7
132 138 1
133 139 13
133 140 4
134 141 1
134 142 12
135 143 4
135 144 7
135 145 13
136 146 9
136 147 3
136 148 3
137 149 12
137 150 1
137 151 9
138 152 11
138 153 5
138 154 6
139 155 9
140 156 1
141 156 13
142 156 13
143 157 5
144 158 5
145 159 3
146 160 8
147 160 13
148 161 11
149 161 8
150 162 1
151 163 7
152 164 4
153 165 8
154 165 5
155 166 9
156 167 4
157 168 8
158 169 2
159 170 4
160 171 3
160 172 9
161 173 11
162 174 6
163 175 2
164 176 5
165 177 3
166 178 7
167 179 1
168 180 6
169 181 4
170 182 1
171 183 4
172 184 1
173 185 2
174 186 8
175 187 1
176 188 6
177 189 11
178 190 11
179 191 10
180 192 7
181 193 9
182 194 11
183 195 13
184 195 3
185 196 1
186 197 4
187 198 1
188 199 8
189 199 4
190 200 13
191 201 13
192 202 8
193 203 5
194 204 6
195 205 10
196 206 4
197 207 1
198 208 6
198 209 6
199 210 8
200 211 9
201 211 13
202 212 12
203 213 9
204 213 13
205 214 2
206 214 1
207 215 2
208 215 11
209 215 8
210 216 3
211 217 10
211 218 3
212 219 4
212 220 2
213 221 7
214 222 4
214 223 4
215 224 6
215 225 5
215 226 11
216 227 8
216 228 13
217 229 4
218 230 7
219 231 3
220 231 3
221 231 3
222 231 12
223 232 3
224 233 3
225 233 3
226 234 5
227 235 9
228 235 12
229 236 8
230 237 3
231 237 3
232 238 6
233 239 11
234 240 5
235 241 11
236 242 3
237 243 11
238 244 4
239 245 12
240 246 5
240 247 10
241 248 11
242 249 6
242 250 9
243 251 3
243 252 12
243 253 6
244 254 1
244 255 6
245 256 9
246 257 5
247 258 11
247 259 6
248 260 7
249 261 6
250 261 1
251 261 3
252 262 12
253 263 6
254 263 10
255 263 5
256 264 8
257 265 11
258 265 8
259 265 13
260 266 5
261 267 1
261 268 13
262 269 5
262 270 6
263 271 13
264 272 6
264 273 1
265 274 5
265 275 2
266 276 5
266 277 10
267 278 3
268 279 10
269 280 11
270 281 12
271 282 3
272 283 3
273 284 6
274 285 1
275 286 12
275 287 3
276 288 13
277 289 1
278 290 5
279 291 2
280 292 2
281 293 11
282 294 13
283 294 9
284 295 3
285 296 13
286 297 9
287 297 5
288 298 6
289 299 13
290 300 4
291 300 4
292 300 4
293 300 8
294 300 2
295 300 12
296 300 8
297 300 1
298 300 2
299 300 6
