1 2 3
1 3 4
1 4 5
1 5 13
1 6 1
2 7 2
2 8 5
2 9 9
2 10 2
2 11 13
3 12 2
3 13 4
3 14 13
3 15 8
3 16 2
4 17 8
4 18 2
4 19 12
4 20 6
4 21 1
5 22 10
5 23 5
5 24 12
5 25 9
5 26 11
6 27 12
6 28 7
6 29 1
6 30 9
6 31 3
7 32 8
8 33 10
9 34 7
10 35 10
10 36 6
11 37 7
12 38 3
13 39 3
13 40 8
14 41 3
15 42 1
16 43 6
16 44 11
17 45 3
18 46 3
19 47 3
19 48 10
20 49 4
21 50 13
22 51 3
23 52 12
24 53 7
24 54 2
25 55 3
26 56 4
27 57 13
28 58 4
28 59 13
29 60 6
29 61 2
30 62 1
31 63 1
32 64 3
33 65 1
34 66 7
35 67 13
36 68 1
37 69 13
38 70 11
39 71 1
40 72 13
41 73 2
42 74 11
42 75 5
43 76 3
44 77 2
45 78 8
46 79 3
47 80 3
48 81 5
49 82 1
50 83 1
51 84 6
52 85 12
53 86 2
54 87 12
55 88 11
56 89 8
57 90 6
57 91 2
58 92 3
59 93 12
60 94 9
61 95 11
62 96 13
63 97 12
64 98 10
65 99 10
66 99 9
67 100 6
68 101 9
69 102 12
70 103 12
71 104 3
72 105 7
73 106 8
74 106 9
75 107 9
76 108 8
77 109 7
78 109 7
79 110 5
80 111 5
81 112 1
82 113 4
83 114 13
84 115 1
85 116 1
86 117 5
87 118 10
88 119 12
89 120 5
90 121 4
91 122 10
92 123 2
93 124 9
94 125 9
95 126 9
96 127 9
97 128 3
98 129 8
99 129 12
100 130 9
101 130 12
102 131 12
103 132 1
104 133 5
105 134 12
106 135 9
107 136 9
108 136 11
109 137 4
110 138 11
111 139 10
112 140 8
113 141 11
114 142 12
115 143 3
116 144 6
117 145 2
118 146 5
119 147 9
120 148 9
121 149 9
122 150 4
123 151 6
124 152 6
125 153 4
126 154 12
127 155 7
128 156 11
129 157 7
129 158 13
130 159 12
131 160 4
131 161 5
131 162 2
131 163 3
131 164 2
132 165 2
132 166 4
132 167 2
132 168 3
132 169 9
133 170 6
133 171 13
134 172 13
135 173 7
135 174 8
135 175 10
136 176 2
137 177 12
137 178 4
138 179 2
138 180 12
139 181 9
139 182 9
140 183 1
140 184 6
140 185 11
141 186 9
141 187 4
141 188 9
142 189 1
142 190 10
142 191 9
142 192 2
143 193 7
144 194 1
144 195 2
145 196 3
145 197 10
146 198 11
146 199 4
146 200 10
147 201 10
148 202 5
148 203 1
149 204 4
149 205 11
150 206 7
150 207 6
150 208 12
151 209 5
152 210 9
152 211 12
153 212 1
153 213 7
153 214 6
154 215 4
155 216 5
155 217 7
155 218 8
156 219 2
156 220 10
156 221 8
157 222 4
158 223 3
159 224 4
160 224 7
161 224 2
162 224 2
163 225 12
164 226 7
165 226 13
166 227 6
167 227 9
168 227 9
169 228 1
170 228 6
171 229 1
172 229 10
173 230 11
174 230 2
175 230 8
176 231 10
177 231 11
178 232 11
179 233 13
180 234 5
181 234 12
182 235 9
183 235 4
184 235 6
185 235 13
186 236 8
187 237 11
188 238 10
189 238 1
190 238 3
191 238 12
192 238 7
193 239 7
194 239 7
195 240 6
196 240 12
197 240 2
198 241 1
199 241 3
200 241 8
201 242 12
202 242 4
203 243 3
204 244 1
205 244 5
206 245 13
207 246 3
208 246 3
209 247 4
210 248 9
211 249 10
212 250 9
213 250 8
214 250 12
215 251 10
216 251 10
217 252 1
218 252 13
219 253 4
220 254 1
221 254 4
222 255 2
223 256 12
