1 2 3
1 3 1
1 4 3
1 5 2
1 6 2
2 7 1
2 8 3
3 9 1
3 10 2
3 11 2
4 12 3
4 13 1
4 14 2
4 15 3
4 16 1
5 17 1
5 18 1
5 19 3
5 20 2
6 21 2
6 22 1
6 23 3
6 24 3
7 25 1
7 26 1
8 27 1
9 28 1
10 29 1
11 30 2
12 31 1
13 32 1
14 33 2
15 34 2
15 35 3
16 36 1
16 37 1
16 38 3
17 39 3
18 40 2
18 41 3
19 42 1
20 43 1
21 44 1
22 45 1
23 46 1
24 47 3
25 48 1
26 49 2
27 50 2
28 51 2
28 52 1
29 53 3
30 54 1
31 55 2
31 56 1
32 57 3
33 58 1
33 59 1
34 60 3
35 61 2
36 62 3
37 63 3
38 64 2
39 65 3
39 66 3
40 67 3
41 68 1
41 69 3
42 70 2
43 71 1
44 72 3
45 73 2
45 74 3
46 75 1
47 76 1
48 77 3
49 77 2
50 78 1
51 78 1
52 79 1
53 79 3
54 80 2
55 80 2
56 81 1
57 81 3
58 81 1
59 82 3
60 82 2
61 82 1
62 83 3
63 84 3
64 85 3
65 85 3
66 86 1
67 87 3
68 88 2
69 88 3
70 89 2
71 89 1
72 89 1
73 90 2
74 91 2
75 91 3
76 91 1
77 92 2
77 93 3
78 94 2
79 95 3
79 96 2
80 97 3
81 98 2
82 99 1
82 100 2
83 101 3
84 102 2
85 103 2
86 104 3
87 105 3
87 106 1
88 107 1
88 108 2
89 109 3
89 110 3
90 111 2
90 112 3
90 113 2
91 114 2
92 115 1
93 116 2
94 117 2
95 118 2
96 119 3
97 120 3
98 121 2
99 122 1
100 123 1
101 124 2
102 125 3
103 126 2
104 127 3
104 128 2
104 129 1
104 130 1
105 131 3
106 132 2
107 133 2
108 134 2
109 135 3
110 136 1
111 137 1
112 138 3
113 139 2
114 140 2
115 141 2
116 142 1
117 143 2
118 144 1
119 145 2
120 146 3
121 147 3
122 148 3
123 149 3
124 150 2
125 151 1
126 152 2
127 153 1
128 154 3
129 155 2
130 156 2
131 157 2
132 158 3
132 159 1
133 160 1
134 161 1
135 162 3
135 163 3
136 164 2
137 165 3
138 166 1
139 167 1
140 168 3
141 169 1
142 170 3
143 170 2
144 170 2
145 171 2
146 171 1
147 171 2
148 172 2
149 172 1
150 173 1
151 174 3
152 174 2
153 174 3
154 175 2
155 176 2
156 177 3
157 177 2
158 178 2
159 178 2
160 179 1
161 180 3
162 181 1
163 181 2
164 182 3
165 183 2
166 184 1
167 184 1
168 184 3
169 185 2
170 186 2
170 187 2
171 188 3
171 189 1
172 190 3
173 191 3
173 192 1
173 193 1
173 194 1
174 195 3
175 196 1
176 197 2
176 198 3
177 199 2
177 200 2
178 201 3
179 202 2
180 203 2
180 204 1
181 205 3
182 206 2
182 207 3
183 208 1
184 209 2
185 210 1
186 210 3
187 211 1
188 211 3
189 211 1
190 212 2
191 213 3
192 214 3
193 214 1
194 215 3
195 216 2
196 217 3
197 217 2
198 218 2
199 219 3
200 220 1
201 221 3
202 221 3
203 222 2
204 222 2
205 223 3
206 223 3
207 224 1
208 225 3
209 226 1
210 227 2
211 228 2
212 229 3
213 229 2
214 230 2
215 231 3
216 232 1
217 233 3
218 234 2
219 235 3
220 236 3
221 237 1
222 237 2
223 238 2
224 239 2
225 240 2
226 240 3
227 241 3
227 242 2
228 243 1
229 244 3
229 245 1
229 246 2
229 247 1
229 248 1
230 249 1
231 250 2
231 251 1
232 252 3
233 253 3
234 254 3
235 255 3
235 256 1
235 257 1
235 258 1
236 259 2
236 260 3
237 261 1
238 262 2
239 263 3
239 264 3
240 265 1
241 266 1
242 266 3
243 267 3
244 268 2
245 269 2
246 270 1
247 271 2
248 271 2
249 271 3
250 272 3
251 273 1
252 274 2
253 275 1
254 275 2
255 276 3
256 276 2
257 277 1
258 278 3
