1 2 3
1 3 9
1 4 4
1 5 5
1 6 5
2 7 7
2 8 7
2 9 12
2 10 11
2 11 10
3 12 9
3 13 1
3 14 12
3 15 4
3 16 5
4 17 4
4 18 8
4 19 7
4 20 10
5 21 4
5 22 8
5 23 7
6 24 4
6 25 4
6 26 12
6 27 10
6 28 3
7 29 4
8 30 12
9 31 3
10 32 8
11 33 11
11 34 2
11 35 12
12 36 8
13 37 4
14 38 9
15 39 10
16 40 3
17 41 4
17 42 8
18 43 3
19 44 12
20 45 9
20 46 11
20 47 11
21 48 9
22 49 2
23 50 1
23 51 6
24 52 13
25 53 1
25 54 12
26 55 3
27 56 6
28 57 11
29 58 12
30 59 1
31 60 1
32 61 8
32 62 2
33 63 5
34 64 9
35 65 11
36 66 1
37 67 11
38 68 8
39 69 11
40 70 8
41 71 7
42 72 13
43 73 11
43 74 11
44 75 11
45 76 4
46 77 3
47 78 2
47 79 9
48 80 9
49 81 2
50 82 6
51 83 10
51 84 7
52 85 5
53 86 7
54 87 3
55 88 13
56 89 4
57 90 10
58 91 3
59 91 8
60 92 4
61 92 8
62 93 2
63 94 7
64 94 2
65 95 10
66 95 1
67 95 13
68 96 11
69 97 7
70 98 3
71 98 6
72 99 11
73 100 13
74 101 7
75 102 6
76 102 5
77 102 10
78 103 13
79 104 11
80 105 4
81 106 9
82 106 9
83 107 3
84 108 11
85 109 13
86 110 4
87 111 6
88 111 2
89 112 2
90 113 1
91 114 8
92 115 3
93 116 13
94 117 13
95 118 12
95 119 1
96 120 13
97 121 8
98 122 9
99 123 1
99 124 5
100 125 8
101 126 9
102 127 2
102 128 12
103 129 7
104 130 3
105 131 13
106 132 9
107 133 4
107 134 6
107 135 7
108 136 10
109 137 10
110 138 5
111 139 7
112 140 5
113 141 13
114 142 12
115 143 8
115 144 10
116 145 6
117 146 3
118 147 2
118 148 12
119 149 13
120 150 8
121 151 5
122 152 10
123 153 9
124 154 5
125 155 6
126 156 10
127 157 12
128 158 8
129 159 12
130 160 13
131 161 11
132 162 12
132 163 11
133 164 9
134 165 9
135 166 5
136 167 6
136 168 12
137 169 8
138 170 2
139 171 13
140 172 13
141 173 10
142 174 6
143 175 8
143 176 7
143 177 6
144 178 7
144 179 9
144 180 7
145 181 11
146 182 6
147 183 10
148 184 9
148 185 1
149 186 11
150 187 1
151 188 13
152 189 9
152 190 11
153 191 11
154 192 7
155 193 12
155 194 10
156 195 11
156 196 11
157 197 2
158 198 5
159 199 6
160 200 9
160 201 2
161 202 10
161 203 8
162 204 11
163 205 5
164 206 8
165 207 7
166 208 1
167 209 13
168 210 7
168 211 7
169 212 8
169 213 3
170 214 1
171 215 1
172 216 12
173 217 5
173 218 7
174 219 3
175 219 11
176 219 1
177 220 4
178 221 5
179 222 9
180 222 11
181 222 4
182 223 1
183 224 6
184 225 12
185 226 10
186 226 7
187 226 2
188 227 10
189 228 13
190 229 12
191 229 2
192 229 4
193 229 7
194 230 7
195 230 3
196 231 4
197 231 11
198 231 13
199 231 8
200 231 10
201 232 4
202 233 12
203 233 10
204 233 7
205 234 10
206 235 1
207 236 8
208 237 12
209 237 9
210 238 3
211 238 5
212 239 5
213 240 11
214 240 1
215 241 10
216 241 8
217 241 3
218 242 10
219 243 11
220 244 5
220 245 13
221 246 7
222 247 13
223 248 1
224 249 12
225 250 7
226 251 3
226 252 9
227 253 1
227 254 11
228 255 13
229 256 12
229 257 13
229 258 10
229 259 1
230 260 5
231 261 4
231 262 6
231 263 8
232 264 13
232 265 8
233 266 6
234 267 5
234 268 10
235 269 1
235 270 4
236 271 8
236 272 8
237 273 11
238 274 7
239 275 1
240 276 3
241 277 7
242 278 11
243 279 11
244 279 3
245 280 11
246 280 6
247 281 8
248 281 6
249 281 4
250 282 7
251 283 8
252 284 9
253 284 12
254 284 8
255 285 7
256 286 10
257 287 10
258 288 11
259 289 3
260 289 4
261 290 3
262 290 9
263 290 4
264 291 10
265 292 6
266 292 11
267 293 2
268 294 8
269 294 9
270 295 12
271 296 12
272 296 1
273 297 5
274 298 11
275 299 2
276 300 10
277 301 10
278 301 7
279 302 11
280 303 10
280 304 11
281 305 3
282 306 4
282 307 3
282 308 3
283 309 9
284 310 3
285 311 12
285 312 11
285 313 7
285 314 7
285 315 12
286 316 4
286 317 9
287 318 1
288 319 8
289 320 5
289 321 10
290 322 13
291 323 11
291 324 12
292 325 9
292 326 8
293 327 7
293 328 9
294 329 9
295 330 8
295 331 9
296 332 6
297 333 9
298 334 5
298 335 4
298 336 11
299 337 8
299 338 10
299 339 1
300 340 1
301 341 3
302 342 3
303 343 13
304 344 10
305 344 5
306 345 6
307 346 12
308 346 6
309 347 7
310 347 2
311 347 2
312 348 6
313 348 4
314 348 4
315 349 6
316 350 9
317 350 12
318 350 4
319 351 8
320 351 1
321 352 13
322 353 1
323 354 10
324 355 1
325 355 4
326 356 4
327 356 5
328 357 6
329 358 6
330 359 4
331 359 5
332 360 5
333 360 4
334 361 5
335 361 7
336 362 5
337 363 1
338 364 13
339 365 10
340 366 2
341 367 13
342 368 10
343 369 10
343 370 9
343 371 12
344 372 2
344 373 10
344 374 1
345 375 4
345 376 7
346 377 5
347 378 1
347 379 10
348 380 6
349 381 10
349 382 10
349 383 1
349 384 10
350 385 4
351 386 4
352 387 10
352 388 11
352 389 11
353 390 5
353 391 3
354 392 10
354 393 1
355 394 9
355 395 8
356 396 10
357 397 6
357 398 11
357 399 9
358 400 8
358 401 6
359 402 9
360 403 7
360 404 11
360 405 2
360 406 12
361 407 2
361 408 4
362 409 2
362 410 11
362 411 3
362 412 2
363 413 8
364 414 2
364 415 2
365 416 12
366 417 1
366 418 10
367 419 13
367 420 2
368 421 6
369 421 8
370 422 13
371 423 11
372 424 5
373 424 4
374 425 1
375 425 2
376 425 4
377 425 2
378 426 4
379 427 4
380 427 13
381 428 2
382 428 12
383 428 10
384 428 3
385 429 13
386 430 1
387 430 10
388 430 11
389 430 2
390 430 4
391 431 10
392 431 7
393 432 8
394 433 8
395 433 9
396 434 10
397 434 6
398 435 8
399 435 6
400 435 5
401 436 12
402 437 2
403 438 12
404 438 3
405 438 12
406 438 2
407 439 3
408 439 6
409 440 5
410 441 9
411 441 7
412 442 5
413 442 5
414 442 1
415 442 7
416 443 13
417 443 13
418 444 1
419 445 7
420 445 2
421 446 8
422 447 9
423 448 8
424 449 9
425 450 5
426 451 13
427 452 5
427 453 13
428 454 12
429 455 8
430 456 4
431 457 6
432 458 1
433 459 9
434 460 13
435 461 8
436 462 9
436 463 9
437 464 7
438 465 1
439 466 12
440 467 13
440 468 13
441 469 13
442 470 8
