1 2 3
1 3 8
1 4 10
1 5 4
1 6 11
2 7 9
2 8 6
3 9 6
3 10 6
3 11 7
3 12 12
3 13 8
4 14 3
4 15 2
4 16 1
4 17 13
5 18 9
5 19 9
5 20 2
6 21 13
6 22 12
7 23 5
8 23 11
9 24 1
10 25 1
11 25 8
12 26 10
13 26 3
14 27 7
15 27 3
16 28 11
17 29 9
18 30 12
19 31 2
20 32 11
21 33 13
22 34 6
23 35 8
24 36 6
25 37 11
26 38 4
27 39 2
28 40 7
29 41 5
30 42 5
31 43 7
32 44 4
33 45 9
34 46 3
35 47 7
36 48 13
37 49 4
38 50 10
39 51 10
39 52 6
40 53 7
41 54 4
41 55 1
42 56 10
43 57 13
44 58 8
45 59 12
45 60 13
46 61 4
47 62 12
48 63 4
49 64 1
50 65 4
51 66 3
52 67 12
53 68 1
54 69 11
55 70 6
56 71 9
57 72 2
58 73 4
59 74 2
60 75 6
61 76 12
62 77 1
63 78 8
64 79 3
65 80 5
66 81 10
67 82 8
68 83 12
69 84 3
70 85 8
71 85 13
72 85 13
73 86 13
74 87 13
75 87 11
76 88 10
77 89 6
77 90 8
78 91 3
79 92 1
80 93 4
81 94 8
82 95 5
83 96 5
84 97 3
85 98 11
86 99 11
87 100 12
88 101 13
89 102 13
90 103 11
90 104 10
91 105 10
91 106 6
92 107 12
93 108 6
93 109 3
94 110 4
95 111 7
96 112 12
97 113 5
98 114 1
99 115 7
100 116 6
101 117 11
102 118 9
103 118 6
104 119 9
105 119 7
106 120 11
107 120 9
108 121 2
109 121 8
110 122 12
111 123 8
112 124 7
113 125 11
114 126 3
115 127 8
116 128 11
117 129 5
118 130 4
119 131 9
120 132 8
121 133 11
122 134 13
123 135 6
124 136 8
125 137 4
126 138 7
127 139 7
128 140 2
128 141 9
129 142 7
130 143 5
131 144 8
132 145 1
133 146 6
134 147 13
135 148 13
136 149 8
137 150 13
138 151 7
139 152 5
140 153 6
141 154 9
142 154 1
143 155 13
144 156 11
145 157 2
145 158 5
146 159 10
147 160 11
147 161 8
148 162 12
149 163 5
150 164 5
151 165 6
152 166 13
153 167 8
154 168 8
154 169 12
154 170 9
155 171 10
156 172 12
157 173 9
158 174 8
159 175 6
160 176 6
161 177 8
162 178 2
163 179 1
164 179 2
165 179 4
166 180 9
167 181 2
168 182 10
169 183 12
170 183 9
171 184 8
172 185 11
173 186 1
174 187 7
175 188 1
176 189 7
177 190 3
178 191 2
179 192 1
180 193 9
181 194 11
182 195 8
183 196 10
184 197 9
185 198 13
186 199 3
187 200 13
188 201 7
189 202 11
190 203 1
191 204 6
192 205 5
193 205 5
194 206 3
195 207 5
196 208 3
197 209 9
198 210 1
199 211 7
200 212 4
201 213 5
202 214 10
203 215 5
204 216 9
205 217 2
206 218 11
207 219 2
208 220 6
209 221 7
210 222 9
211 223 4
212 224 12
213 225 10
214 226 12
215 227 3
216 228 6
217 229 2
218 230 4
219 231 4
220 232 13
221 233 7
222 234 12
223 235 13
224 236 13
225 237 10
226 238 6
227 239 9
228 240 5
229 241 6
229 242 2
230 243 7
231 244 1
232 245 6
233 246 9
234 247 6
235 248 13
236 249 6
237 250 6
237 251 3
238 252 6
239 253 8
240 254 4
241 255 8
241 256 10
242 257 8
243 258 6
244 259 8
245 260 3
245 261 13
246 262 8
247 262 12
248 263 2
249 264 1
250 265 7
251 265 8
252 266 1
253 266 5
254 267 5
255 268 4
256 268 9
257 269 11
258 270 7
259 271 2
260 272 13
261 273 7
262 274 2
263 275 1
264 276 5
264 277 11
265 278 8
265 279 6
266 280 7
267 281 7
268 282 4
268 283 8
269 284 12
270 285 2
270 286 11
271 287 2
272 288 7
273 289 8
274 290 3
275 291 6
276 292 12
277 293 3
278 294 13
279 295 11
280 296 5
281 297 5
282 298 8
283 299 12
284 300 5
285 301 8
286 302 2
287 303 2
288 304 1
289 305 2
290 306 13
291 307 13
292 308 13
293 309 9
294 310 1
295 311 4
296 312 9
297 313 5
298 314 5
299 315 7
300 316 4
301 317 6
302 318 11
303 319 1
304 320 5
305 321 11
306 322 10
307 323 4
308 323 8
309 324 4
310 325 3
311 326 12
312 327 12
313 327 1
314 328 7
315 329 8
316 330 12
317 330 1
318 331 1
319 331 8
320 332 1
321 333 6
322 334 2
322 335 3
323 336 11
324 337 5
325 338 2
326 339 5
327 340 2
328 341 3
329 342 2
330 343 1
331 344 4
331 345 9
332 346 2
333 347 11
334 348 2
335 349 11
336 349 11
337 350 5
338 351 13
339 352 12
340 352 11
341 353 2
342 353 11
343 354 11
344 355 4
345 356 2
346 357 1
347 358 9
348 359 9
348 360 8
349 361 5
350 362 7
350 363 8
351 364 1
351 365 9
351 366 5
352 367 3
353 368 12
354 369 12
354 370 1
355 371 9
356 372 10
357 373 10
358 374 9
359 375 1
360 376 10
361 377 4
362 378 13
363 379 4
364 380 13
365 381 2
366 382 10
367 383 6
368 384 11
369 385 9
370 386 1
371 387 3
372 388 4
373 389 11
374 390 12
375 391 11
376 391 11
377 392 2
378 392 7
379 393 7
380 394 1
381 394 10
382 395 9
383 396 12
384 397 3
385 398 4
386 399 12
387 399 13
388 399 9
389 400 8
390 401 2
391 402 11
392 403 9
392 404 2
393 405 8
