1 2 3
1 3 11
1 4 11
1 5 10
2 6 1
2 7 4
2 8 12
3 9 13
3 10 5
3 11 6
3 12 9
4 13 8
4 14 10
4 15 4
4 16 12
5 17 12
5 18 9
5 19 10
5 20 12
6 21 12
7 22 2
8 23 4
8 24 4
9 25 10
9 26 8
10 27 5
10 28 5
10 29 6
11 30 4
12 31 9
12 32 12
13 33 9
14 34 12
14 35 12
15 36 4
15 37 8
16 38 1
16 39 4
17 40 11
17 41 1
17 42 1
17 43 13
18 44 6
19 45 5
19 46 9
20 47 5
20 48 13
20 49 9
21 50 4
22 51 9
23 52 10
24 53 2
25 53 7
26 54 9
27 54 10
28 55 6
29 56 8
30 56 7
31 57 10
32 57 8
33 58 13
34 59 2
35 59 8
36 60 4
37 61 13
38 62 2
39 62 12
40 62 8
41 63 7
42 64 7
43 65 7
44 65 6
45 66 4
46 67 3
47 67 9
48 68 8
49 69 9
50 70 2
51 70 3
52 71 12
53 72 5
54 73 10
55 74 7
56 74 6
57 75 6
58 76 7
59 76 3
60 77 3
61 78 10
62 78 3
63 79 7
64 80 10
65 81 8
66 82 10
67 83 1
68 83 9
69 84 6
70 85 2
71 86 4
72 87 7
73 88 6
74 89 10
74 90 3
75 91 3
75 92 10
76 93 13
77 94 10
78 95 10
79 96 12
80 97 5
81 98 6
82 99 2
82 100 3
83 101 4
84 102 7
85 103 3
86 104 6
87 105 5
88 106 10
89 107 11
90 108 12
91 109 13
92 110 3
93 111 6
94 112 10
95 113 5
95 114 3
96 115 7
97 116 8
98 117 7
99 118 7
100 119 8
101 120 1
102 121 2
103 122 7
104 123 10
105 124 13
106 125 12
107 126 13
108 127 9
109 128 13
110 129 6
111 130 6
112 131 1
113 132 11
114 133 10
115 134 13
116 135 7
117 136 6
118 137 6
119 138 12
120 139 2
120 140 5
121 141 7
122 142 5
123 143 6
124 144 3
125 145 1
126 146 10
127 147 1
128 148 13
129 149 1
130 149 4
131 150 5
132 151 11
133 152 9
134 153 11
135 154 7
136 155 9
137 156 5
138 156 2
139 157 3
140 158 13
141 159 8
142 160 8
143 161 12
144 161 12
145 162 13
146 163 5
147 164 5
148 165 5
149 166 10
150 167 5
151 168 9
152 169 1
153 170 3
154 171 12
155 172 7
156 173 8
157 174 11
158 175 5
159 176 5
160 177 5
161 178 1
162 179 3
163 180 2
163 181 7
164 182 4
165 183 13
166 184 4
167 185 3
167 186 11
168 187 7
169 188 4
170 189 3
171 190 5
171 191 9
172 192 13
173 193 5
174 194 7
175 195 6
176 196 12
177 197 8
178 198 9
179 199 10
180 200 6
181 200 8
182 200 13
183 201 4
184 201 6
185 201 1
186 201 1
187 202 11
188 203 6
189 204 9
190 204 12
191 204 4
192 205 3
193 205 3
194 205 13
195 206 2
196 206 11
197 207 6
198 208 5
199 209 7
199 210 2
199 211 5
200 212 8
201 213 5
201 214 12
201 215 8
202 216 10
202 217 12
202 218 10
203 219 5
204 220 7
205 221 10
205 222 1
206 223 8
206 224 4
207 225 2
208 226 8
209 227 10
209 228 11
210 229 4
210 230 5
210 231 5
211 232 7
212 233 13
212 234 10
213 235 5
213 236 11
214 237 11
214 238 3
215 239 13
216 240 13
217 241 11
217 242 4
218 243 10
218 244 2
219 245 11
220 246 7
220 247 1
221 248 1
222 249 6
223 250 6
223 251 10
224 252 4
225 253 1
225 254 9
226 255 7
227 256 6
228 257 7
229 258 7
230 259 1
230 260 11
230 261 13
231 262 7
231 263 7
232 264 9
