1 2 3
1 3 2
1 4 2
2 5 1
2 6 1
2 7 2
2 8 2
2 9 2
3 10 3
3 11 1
3 12 1
3 13 2
3 14 2
4 15 2
4 16 2
4 17 3
4 18 3
4 19 3
5 20 3
6 21 2
7 21 3
8 22 3
9 23 2
10 24 1
11 25 1
12 26 3
13 26 3
14 27 1
15 28 2
16 28 1
17 28 2
18 29 3
19 29 1
20 30 2
20 31 1
21 32 3
22 33 1
23 34 1
24 35 1
25 36 2
26 37 1
26 38 3
27 39 3
27 40 1
28 41 2
29 42 2
29 43 1
30 44 3
31 45 1
32 46 3
33 47 1
34 47 2
35 47 3
36 48 1
37 48 2
38 49 2
39 50 1
40 51 3
41 51 3
42 52 1
43 52 3
44 53 1
45 54 2
46 55 2
47 56 3
48 57 1
49 58 2
50 58 1
51 59 2
52 60 2
53 61 2
53 62 2
54 63 1
55 64 1
56 65 1
57 66 1
57 67 3
58 68 2
59 69 2
59 70 2
60 71 1
61 72 3
62 72 2
63 72 1
64 73 3
65 74 3
66 74 2
67 74 2
68 75 2
69 76 3
70 76 3
71 77 2
72 78 1
73 79 3
73 80 2
74 81 3
75 82 2
76 83 1
77 84 3
78 85 3
78 86 1
79 87 1
80 88 3
81 89 3
82 90 1
83 91 1
84 92 1
85 93 2
85 94 1
86 95 3
87 96 3
88 97 2
88 98 2
89 99 3
89 100 1
89 101 2
90 102 2
90 103 3
90 104 1
91 105 1
92 106 2
92 107 3
92 108 1
93 109 2
94 109 3
95 109 3
96 109 3
97 109 1
98 110 1
99 110 1
100 111 2
101 111 2
102 111 3
103 111 2
104 111 3
105 112 3
106 112 2
107 112 2
108 112 2
109 113 3
109 114 1
109 115 1
109 116 3
110 117 1
111 118 3
111 119 2
112 120 2
112 121 1
112 122 2
112 123 3
113 124 1
113 125 2
114 126 1
115 127 3
116 128 3
117 129 1
118 130 1
119 131 1
120 132 2
121 133 1
121 134 3
122 135 3
123 136 1
124 137 3
125 138 3
126 138 1
127 139 3
128 139 2
129 139 3
130 140 3
131 140 3
132 141 2
133 141 1
134 142 3
135 142 1
136 143 3
137 144 1
138 144 2
139 145 1
140 146 2
141 147 2
142 148 3
143 149 3
144 150 2
144 151 2
144 152 1
144 153 3
145 154 3
145 155 1
146 156 2
146 157 1
147 158 1
147 159 1
147 160 2
148 161 3
148 162 1
148 163 2
149 164 1
150 165 3
151 165 2
152 166 3
153 167 2
154 168 2
155 168 2
156 169 3
157 169 3
158 170 3
159 171 1
160 171 1
161 172 2
162 173 2
163 174 1
164 175 2
165 176 2
166 176 2
167 176 3
168 177 1
169 177 1
170 178 3
171 178 2
172 178 1
173 179 1
174 179 3
175 179 2
176 180 3
176 181 3
176 182 3
176 183 1
177 184 3
177 185 2
177 186 3
178 187 2
178 188 2
179 189 3
179 190 1
179 191 3
180 192 1
181 193 3
182 194 2
183 195 1
184 196 1
185 196 2
186 196 3
187 197 3
188 197 2
189 198 2
190 199 1
191 199 3
192 200 3
193 200 2
194 200 1
195 200 1
196 200 3
197 200 1
198 200 3
199 200 2
