1 2 3
1 3 13
1 4 36
1 5 31
1 6 39
2 7 6
2 8 14
2 9 38
2 10 31
3 11 12
3 12 38
3 13 19
3 14 5
4 15 38
4 16 22
4 17 7
4 18 7
4 19 14
5 20 34
5 21 39
5 22 6
6 23 36
6 24 11
6 25 27
6 26 29
6 27 38
7 28 5
8 29 16
9 29 33
10 30 27
11 31 2
12 32 7
13 32 26
14 33 19
15 33 16
16 33 31
17 34 20
18 35 25
19 36 20
20 37 23
21 38 14
22 39 25
23 40 18
24 41 24
25 42 27
26 43 39
27 43 11
28 44 1
29 45 9
30 46 23
31 47 37
32 48 19
32 49 15
33 50 28
34 51 24
35 52 4
36 53 21
37 54 27
38 55 3
38 56 18
39 57 31
40 58 4
40 59 28
41 60 38
42 61 14
42 62 15
42 63 34
43 64 33
44 65 35
45 66 7
46 67 31
47 68 29
48 69 11
49 70 11
50 71 15
51 72 7
52 73 15
53 74 11
54 75 32
55 76 25
56 77 12
57 78 34
58 79 32
59 80 14
60 81 29
61 82 21
62 83 25
63 84 2
64 85 6
65 86 1
65 87 3
66 88 9
66 89 39
67 90 22
68 91 20
69 92 11
69 93 25
69 94 27
70 95 10
71 96 20
71 97 9
72 98 27
73 99 7
73 100 32
74 101 12
75 102 12
76 103 12
76 104 34
77 105 13
78 106 15
79 107 20
80 108 14
81 109 2
82 110 2
83 111 24
84 112 35
85 113 2
86 114 34
87 115 32
88 116 19
89 117 9
90 118 18
91 118 22
92 119 3
93 120 37
94 120 11
95 121 7
96 122 3
97 123 22
98 123 21
99 124 30
100 124 19
101 125 13
102 126 33
103 126 14
104 127 13
105 128 35
106 129 7
107 130 4
108 131 13
109 132 1
110 133 20
111 134 27
112 135 39
113 136 13
114 137 12
115 138 22
116 138 19
117 139 21
118 139 21
119 140 38
120 141 5
121 141 19
122 141 32
123 142 31
124 142 1
125 143 28
126 144 19
127 145 25
128 146 30
129 146 10
130 146 38
131 147 37
132 148 37
133 149 12
134 150 27
135 151 4
136 152 34
137 153 13
137 154 35
137 155 26
138 156 30
139 157 25
140 158 37
140 159 14
141 160 23
141 161 2
141 162 28
142 163 22
142 164 21
143 165 26
143 166 16
144 167 34
145 168 30
146 169 37
147 170 20
148 171 34
149 172 2
150 173 28
151 174 13
152 175 25
153 176 4
154 177 26
155 178 31
156 178 31
157 179 4
158 179 4
159 180 29
160 181 32
161 182 37
162 183 33
163 184 27
164 185 38
165 186 25
166 186 25
167 187 8
168 188 31
169 189 19
170 189 7
171 190 27
172 191 39
173 192 20
174 193 12
175 193 27
176 194 26
177 194 5
178 195 9
179 196 29
180 197 24
181 198 12
182 199 32
183 199 29
184 200 4
185 201 26
186 202 5
187 203 17
188 204 23
189 205 10
190 206 4
191 207 17
192 208 10
193 209 20
194 210 10
195 211 7
196 212 8
197 213 27
198 214 36
199 214 3
200 215 11
201 216 4
202 217 17
203 218 20
204 219 21
205 220 6
206 220 23
207 221 14
208 222 30
209 223 17
210 224 28
211 224 2
212 225 31
213 226 13
214 226 21
215 227 26
216 228 2
217 229 16
218 230 27
219 231 28
220 232 21
221 232 13
222 233 38
223 234 31
224 235 36
224 236 7
224 237 37
225 238 23
225 239 15
225 240 35
226 241 20
226 242 16
227 243 35
227 244 1
228 245 3
229 246 23
230 247 31
230 248 5
230 249 29
231 250 22
232 251 17
232 252 5
232 253 26
233 254 2
233 255 18
234 256 17
234 257 2
234 258 38
234 259 36
235 260 11
236 261 30
237 261 8
238 262 3
239 263 15
240 264 1
241 264 21
242 265 3
243 265 28
244 265 29
245 266 30
246 266 5
247 267 37
248 268 5
249 268 10
250 269 24
251 269 2
252 270 17
253 270 9
254 271 32
255 271 30
256 272 31
257 272 35
258 273 32
259 274 8
260 275 11
261 276 1
261 277 19
262 278 7
263 279 10
264 280 12
264 281 12
265 282 8
265 283 30
265 284 17
266 285 7
267 286 3
268 287 33
269 288 12
269 289 16
270 290 33
271 291 12
271 292 30
272 293 14
273 294 28
274 295 4
275 296 4
276 297 11
277 298 20
278 299 13
279 300 35
280 300 24
281 301 21
282 302 21
283 303 13
284 304 37
285 305 22
286 306 28
287 307 15
288 307 7
289 308 5
290 309 32
291 310 20
292 310 19
293 311 34
294 311 1
295 312 6
296 313 2
297 313 19
298 314 39
299 315 39
300 316 16
301 316 6
302 316 32
303 317 10
304 318 38
305 319 36
306 319 3
307 320 26
308 321 2
309 322 9
310 323 39
311 324 34
312 325 19
313 326 27
313 327 7
314 328 8
315 329 4
315 330 2
315 331 13
316 332 35
317 333 31
318 334 25
318 335 39
318 336 21
319 337 21
320 338 12
321 339 5
322 340 37
322 341 26
323 342 19
324 343 33
324 344 36
324 345 34
325 346 30
326 347 29
327 348 15
328 349 27
329 350 31
330 351 35
331 352 33
332 353 19
333 354 18
334 355 13
335 356 22
336 357 11
337 358 29
338 359 25
339 360 11
340 361 31
341 362 38
342 363 11
343 364 18
344 365 25
345 365 9
346 366 13
347 367 30
348 368 37
348 369 35
348 370 3
349 371 39
350 372 26
351 373 12
351 374 15
352 375 14
353 376 2
353 377 8
353 378 38
354 379 29
355 380 9
355 381 22
356 382 36
356 383 30
356 384 11
357 385 33
358 386 18
359 387 5
360 388 24
360 389 35
361 390 23
362 391 30
362 392 27
362 393 38
363 394 22
364 395 14
364 396 4
365 397 5
365 398 11
366 399 12
366 400 13
367 401 25
368 402 37
369 402 38
370 403 34
371 404 19
372 405 30
373 406 13
374 406 34
375 407 24
376 407 13
377 408 6
378 409 14
379 409 1
380 409 38
381 409 9
382 410 37
383 410 39
384 411 39
385 412 18
386 412 7
387 413 34
388 414 34
389 414 6
390 414 15
391 415 8
392 415 13
393 416 38
394 417 4
395 418 16
396 418 18
397 418 16
398 419 9
399 419 10
400 419 25
401 420 32
402 421 14
403 422 24
404 423 2
405 424 13
406 424 33
407 425 27
408 426 33
409 427 36
410 428 29
411 429 27
412 430 32
413 431 30
414 432 23
415 433 26
416 434 7
417 435 27
418 436 4
419 437 29
420 438 38
420 439 5
421 440 32
422 441 32
423 442 31
423 443 13
424 444 30
424 445 21
425 446 39
426 447 27
427 448 24
427 449 16
427 450 22
428 451 17
429 452 24
429 453 9
429 454 5
430 455 12
431 456 7
431 457 10
432 458 8
433 459 33
434 460 3
435 461 8
436 462 9
437 463 11
438 464 37
439 464 27
440 465 22
441 465 39
442 465 29
443 466 24
444 466 11
445 466 8
446 467 35
447 467 6
448 467 17
449 468 39
450 468 25
451 469 39
452 469 1
453 469 18
454 470 15
455 470 5
456 471 24
457 472 15
458 473 5
459 474 34
460 474 10
461 475 32
462 475 29
463 476 14
464 477 32
465 478 10
465 479 34
466 480 28
467 481 8
467 482 39
468 483 7
468 484 15
469 485 14
469 486 23
470 487 30
471 488 10
472 489 37
472 490 39
473 491 1
473 492 6
473 493 38
474 494 2
475 495 33
475 496 31
476 497 23
476 498 29
477 499 7
478 500 11
479 501 23
480 502 14
481 503 23
482 504 32
483 505 13
484 506 14
484 507 23
485 508 27
485 509 39
486 510 9
487 511 14
488 512 20
489 513 30
490 514 39
491 515 6
492 516 11
493 517 26
494 518 19
494 519 11
495 520 12
496 521 16
497 522 10
498 523 7
499 524 27
500 525 23
501 526 35
502 527 33
503 528 34
504 529 31
505 529 27
506 530 6
507 530 6
508 531 7
509 532 29
510 533 35
511 533 14
512 533 18
513 534 24
514 534 16
515 535 6
516 536 34
517 536 4
518 537 5
519 538 4
520 538 33
521 539 1
522 540 24
523 540 10
524 541 23
524 542 12
525 543 7
525 544 4
526 545 35
526 546 1
527 547 11
528 548 20
529 549 39
530 550 32
530 551 6
530 552 24
531 553 31
532 554 3
532 555 25
533 556 37
534 557 34
535 558 29
536 559 9
536 560 7
537 561 16
538 562 4
538 563 27
539 564 17
540 565 38
541 566 10
542 567 6
542 568 17
543 569 3
544 570 36
545 571 24
546 572 25
547 573 5
547 574 19
548 575 32
549 576 17
550 577 3
551 578 39
552 579 35
553 580 2
554 581 4
555 582 38
556 583 6
557 584 22
558 585 11
559 586 31
560 587 19
561 588 10
562 589 26
563 590 16
564 591 20
565 592 23
566 593 37
567 594 18
568 594 39
569 595 25
570 596 26
571 597 36
572 597 39
573 598 4
574 599 5
575 599 11
576 600 38
577 600 31
578 601 14
579 601 21
580 602 4
581 603 28
582 604 36
583 604 21
584 605 21
585 606 14
586 606 32
587 607 18
588 607 37
589 608 22
590 609 17
591 610 21
592 611 3
593 612 24
594 612 7
595 612 25
596 613 38
597 614 20
598 615 10
599 616 30
600 616 4
601 616 39
602 617 18
603 618 24
604 618 16
605 618 4
606 618 31
607 619 39
608 620 25
609 620 7
610 621 3
611 622 4
612 623 3
612 624 15
613 625 3
613 626 37
614 627 28
614 628 2
615 629 37
615 630 21
615 631 36
616 632 13
616 633 3
617 634 12
617 635 19
618 636 26
618 637 4
619 638 29
619 639 17
620 640 9
620 641 32
621 642 18
621 643 22
621 644 6
622 645 6
623 646 27
624 647 38
625 648 39
626 648 14
627 649 6
628 649 39
629 650 34
630 651 20
631 652 33
632 653 36
633 654 35
634 655 27
635 655 28
636 656 14
637 657 33
638 657 32
639 658 10
640 658 26
641 658 34
642 659 19
643 659 5
644 660 36
645 661 7
646 662 39
647 662 23
648 663 14
649 664 7
650 665 36
651 666 38
652 667 34
653 668 24
654 669 38
655 670 18
656 671 39
657 672 24
658 673 3
659 674 1
660 675 11
661 676 20
662 677 16
663 678 8
664 678 34
665 678 11
666 679 7
667 680 19
668 681 32
669 682 29
670 683 21
671 684 36
672 685 14
673 686 21
674 687 3
675 688 11
676 689 39
677 690 26
678 691 30
679 692 23
680 693 20
680 694 23
681 695 34
681 696 11
682 697 37
683 698 26
684 699 5
684 700 15
685 701 2
685 702 15
686 703 32
686 704 39
687 705 31
688 706 16
688 707 39
689 708 8
689 709 20
690 710 6
691 711 32
692 712 33
693 713 22
694 714 5
695 715 15
696 716 31
697 717 20
698 718 29
698 719 20
699 720 12
699 721 7
700 722 28
700 723 29
701 724 14
702 725 15
703 726 14
704 727 23
705 728 35
705 729 17
706 730 19
707 731 18
708 732 12
709 733 15
709 734 2
710 735 15
711 735 32
712 736 28
713 737 15
714 737 30
715 738 6
716 739 13
717 739 16
718 740 19
719 741 11
720 742 7
721 743 20
722 744 18
723 745 7
724 746 32
725 747 32
726 748 37
727 749 26
728 749 23
729 750 21
730 750 16
731 751 26
732 752 5
733 753 24
734 754 20
735 755 36
736 756 6
736 757 2
737 758 26
738 759 29
739 760 25
740 761 8
741 762 5
741 763 7
742 764 17
743 765 20
743 766 34
744 767 6
744 768 27
745 769 1
746 770 1
747 771 14
748 772 26
749 773 6
749 774 18
750 775 4
751 776 38
752 777 14
753 778 39
754 779 14
755 780 32
756 781 6
757 782 26
758 783 15
759 784 36
760 784 12
761 785 35
762 786 25
763 787 33
764 788 21
765 789 18
766 790 39
767 791 6
768 792 28
769 793 16
770 794 8
771 795 37
772 795 21
773 796 21
774 797 23
775 797 21
776 798 14
777 798 23
778 799 9
779 799 31
780 800 4
781 800 37
782 800 13
783 800 1
784 800 4
785 800 33
786 800 22
787 800 21
788 800 1
789 800 15
790 800 3
791 800 39
792 800 28
793 800 8
794 800 34
795 800 9
796 800 4
797 800 11
798 800 34
799 800 17
