1 2 3
1 3 1
1 4 1
1 5 1
1 6 3
2 7 2
2 8 1
2 9 3
2 10 1
2 11 1
3 12 3
3 13 1
3 14 1
3 15 2
3 16 3
4 17 1
4 18 3
4 19 1
4 20 3
4 21 3
5 22 2
5 23 1
5 24 2
5 25 2
5 26 2
6 27 2
6 28 2
6 29 2
6 30 3
6 31 3
7 32 2
8 32 2
9 33 3
10 34 1
11 35 3
12 36 1
13 37 1
14 38 1
15 39 1
16 39 2
17 40 1
18 41 3
19 42 3
20 43 3
21 44 3
22 45 2
23 46 1
24 47 2
25 48 1
26 49 2
27 50 3
28 51 2
29 52 3
30 53 1
31 54 2
32 55 1
33 56 2
34 57 1
35 58 1
36 59 1
37 60 1
38 61 2
39 62 3
40 63 1
41 64 3
41 65 2
42 66 2
43 67 3
44 68 2
45 69 1
46 70 2
47 71 2
48 72 3
49 73 1
50 74 3
51 75 2
52 76 1
53 77 3
54 78 3
55 79 2
56 80 3
57 81 1
58 81 1
59 82 2
60 83 1
61 84 3
62 85 2
63 85 1
64 86 3
65 87 3
66 87 3
67 88 3
68 88 3
69 89 3
70 90 2
71 90 3
72 91 1
73 91 3
74 92 1
75 93 1
76 94 1
77 95 1
78 96 3
79 97 3
80 98 3
81 99 1
81 100 3
82 101 2
83 102 3
83 103 2
84 104 3
85 105 1
86 106 1
87 107 1
88 108 1
88 109 2
89 110 1
90 111 3
91 112 1
91 113 3
91 114 1
92 115 3
93 116 2
94 117 1
95 118 3
95 119 3
96 120 2
96 121 3
97 122 1
98 123 3
99 124 2
100 125 3
101 126 1
102 127 2
103 128 1
104 129 1
105 130 2
106 131 2
107 132 2
108 133 2
108 134 3
109 135 2
110 136 2
111 137 2
112 138 3
113 139 2
114 140 1
115 141 3
116 142 3
117 143 3
118 144 3
119 145 1
120 146 3
121 147 2
122 148 3
123 149 2
124 149 1
125 149 2
126 150 3
127 150 2
128 151 3
129 151 1
130 152 3
131 152 1
132 153 1
133 154 1
134 155 2
135 155 1
136 155 1
137 155 1
138 156 2
139 156 2
140 157 3
141 158 3
142 158 2
143 159 3
144 160 2
145 161 2
146 161 3
147 162 1
148 163 3
149 164 2
149 165 1
150 166 1
150 167 1
151 168 2
152 169 3
152 170 3
153 171 2
153 172 2
154 173 1
155 174 2
156 175 3
157 176 1
157 177 1
158 178 2
158 179 2
159 180 1
159 181 3
160 182 3
161 183 2
162 184 1
163 185 1
164 186 3
165 187 1
166 188 1
167 189 3
168 189 1
169 190 3
170 191 1
171 192 3
172 193 2
173 194 3
174 195 3
175 195 2
176 196 2
177 196 1
178 197 1
179 198 3
180 199 3
181 200 2
182 201 3
183 202 3
184 203 1
185 204 2
186 205 1
187 206 1
188 206 2
189 207 2
190 208 2
191 209 3
192 210 3
193 211 1
194 212 2
195 213 1
196 214 3
197 215 2
198 216 3
199 217 3
200 218 2
201 219 1
202 220 3
203 221 3
204 222 2
205 223 2
206 224 2
207 225 3
208 226 1
209 227 3
210 228 2
210 229 2
211 230 3
212 231 1
213 232 1
213 233 1
214 234 1
215 235 2
216 236 3
217 237 1
218 238 2
218 239 2
219 240 2
219 241 3
220 242 1
221 243 3
221 244 2
222 245 1
223 246 3
224 247 1
225 248 3
226 249 1
227 250 1
228 251 3
229 252 3
230 253 3
231 254 1
232 255 2
233 256 3
234 257 2
235 258 1
236 259 2
237 260 1
238 261 1
239 262 3
240 263 3
241 264 3
242 265 2
243 266 3
244 267 1
245 268 2
246 269 2
247 270 2
248 271 3
248 272 1
249 273 1
250 274 2
251 275 1
251 276 2
252 277 3
253 278 1
254 279 1
255 280 1
256 281 3
257 282 1
258 283 2
259 284 3
260 285 2
261 286 2
262 287 3
263 288 3
264 289 1
265 290 2
266 291 2
267 292 3
268 293 1
269 293 2
270 294 1
271 294 2
272 295 2
273 295 3
274 295 1
275 295 3
276 296 3
277 297 3
278 297 2
279 298 2
280 298 1
281 299 1
282 299 1
283 300 3
284 300 2
285 301 1
286 302 2
287 303 3
288 303 1
289 304 1
290 305 1
291 306 3
292 306 2
293 307 1
294 308 1
295 309 1
296 310 2
297 311 3
298 312 3
299 313 1
300 314 2
301 315 2
302 316 3
303 317 3
304 318 1
305 319 3
306 320 3
307 321 2
307 322 2
307 323 3
308 324 2
308 325 1
309 326 1
310 327 1
310 328 1
311 329 1
312 330 2
312 331 2
313 332 1
314 333 1
314 334 1
315 335 2
316 336 3
316 337 3
317 338 2
317 339 2
317 340 3
318 341 2
319 342 1
320 343 3
320 344 1
321 345 3
322 346 2
323 347 2
324 347 1
325 347 1
326 348 2
327 349 1
328 349 3
329 350 3
330 351 2
331 351 1
332 352 3
333 353 2
334 353 3
335 354 3
336 354 3
337 355 2
338 355 3
339 356 2
340 357 3
341 358 3
342 359 2
343 360 1
344 361 2
345 362 2
346 363 3
347 364 1
348 365 2
349 366 2
350 367 1
351 368 2
352 369 1
353 370 3
354 370 1
355 371 3
356 372 2
357 373 2
358 374 1
359 375 2
360 376 2
361 377 1
362 378 3
363 379 2
364 380 3
364 381 2
365 382 2
366 383 2
367 384 3
368 385 3
368 386 1
369 387 1
370 388 2
371 389 2
372 390 1
373 391 3
374 392 1
375 393 1
