1 2 3
1 3 7
1 4 20
1 5 9
2 6 16
3 7 5
3 8 1
3 9 10
3 10 2
4 11 23
5 12 6
5 13 12
6 14 8
7 15 3
8 16 10
9 17 4
10 18 20
11 19 20
12 20 20
13 21 5
14 22 6
14 23 17
15 24 13
16 25 4
17 26 20
17 27 1
18 28 13
19 29 4
20 30 9
21 31 1
22 32 22
23 32 15
24 33 21
25 34 4
26 35 7
27 36 16
28 36 6
29 37 12
30 38 2
31 39 12
32 40 11
33 41 15
34 42 10
35 43 12
36 43 10
37 44 22
38 44 9
39 45 13
40 46 16
40 47 9
40 48 23
40 49 10
41 50 20
41 51 12
41 52 2
42 53 22
43 54 22
43 55 13
43 56 11
44 57 19
45 58 22
45 59 18
45 60 6
46 61 23
47 62 11
48 62 13
49 62 19
50 63 16
51 64 9
52 64 14
53 64 4
54 65 5
55 66 3
56 66 7
57 67 2
58 67 18
59 67 6
60 67 5
61 68 11
62 69 19
63 70 12
64 71 9
65 72 15
66 73 7
66 74 8
67 75 12
68 76 9
69 77 3
70 78 9
71 78 19
72 79 22
73 80 19
74 81 10
75 82 10
76 83 5
77 83 8
78 84 7
79 85 15
80 85 1
81 86 23
82 86 13
83 87 10
83 88 6
83 89 9
84 90 12
85 91 20
85 92 20
86 93 13
87 94 23
88 95 17
89 96 18
90 97 17
91 97 5
92 98 4
93 99 15
94 100 5
95 100 13
96 100 14
97 100 22
98 100 8
99 100 1
