1 2 3
1 3 3
1 4 4
1 5 3
2 6 4
2 7 4
3 8 1
3 9 1
3 10 5
4 11 2
4 12 1
4 13 5
5 14 1
5 15 4
5 16 4
6 17 4
7 18 1
8 19 4
9 20 2
9 21 5
10 22 5
11 23 5
12 24 1
13 25 5
13 26 5
14 27 2
15 28 3
16 29 1
17 30 5
18 31 1
19 32 4
20 33 3
21 34 3
22 35 2
23 36 4
24 37 1
25 38 1
25 39 1
25 40 2
26 41 1
26 42 2
27 43 3
27 44 1
28 45 5
29 46 3
30 47 4
31 48 2
32 49 1
33 50 1
34 51 3
35 52 4
36 53 4
37 54 2
38 55 3
39 56 3
40 57 5
41 58 1
42 59 1
43 59 2
44 60 2
45 61 2
46 62 1
47 63 5
48 64 1
49 65 5
50 66 2
51 67 2
52 68 3
53 69 5
54 70 1
55 71 4
56 72 2
57 73 1
58 74 4
59 75 2
60 76 2
61 76 4
62 77 5
63 78 5
64 79 3
64 80 3
65 81 3
65 82 4
65 83 5
66 84 5
67 85 1
68 86 1
69 87 3
69 88 4
70 89 3
70 90 2
71 91 1
72 92 1
73 93 1
73 94 5
74 95 5
75 96 4
75 97 4
75 98 3
76 99 2
77 100 4
77 101 4
78 102 2
79 102 4
80 103 4
81 103 4
82 104 3
83 104 5
84 105 5
85 106 5
86 107 4
87 108 4
88 108 5
89 109 5
90 110 5
91 111 2
92 112 4
93 113 4
94 114 5
95 115 1
96 115 2
97 116 1
98 117 4
99 117 5
100 118 5
101 118 3
102 119 1
103 119 1
104 120 1
105 121 1
106 122 2
107 123 3
108 124 2
109 125 2
110 126 1
111 127 5
112 128 5
113 128 4
114 129 5
115 130 1
116 131 2
117 131 3
118 132 3
119 133 4
120 134 2
121 135 1
122 136 2
123 137 5
124 138 1
125 139 5
126 140 5
127 141 4
128 141 1
129 142 1
130 143 3
131 144 3
132 145 2
133 146 2
134 147 5
135 148 2
136 149 2
137 150 5
138 150 1
139 151 1
140 152 1
141 153 3
142 154 2
143 154 1
144 155 2
145 156 3
146 157 2
147 158 3
148 159 3
149 160 4
150 161 4
151 162 5
152 163 1
153 164 5
153 165 5
154 166 1
155 167 4
155 168 3
155 169 4
156 170 5
156 171 2
157 172 4
158 173 4
159 174 3
160 175 3
161 176 1
161 177 4
161 178 3
162 179 5
162 180 1
162 181 2
162 182 4
163 183 5
164 184 3
165 185 2
165 186 2
166 187 1
167 188 1
167 189 4
168 190 5
169 191 1
170 192 1
171 193 4
171 194 1
172 195 4
173 195 1
174 196 1
175 197 4
176 198 3
177 198 1
178 198 1
179 199 4
180 199 1
181 199 5
182 200 2
183 200 2
184 201 3
185 201 4
186 202 3
187 203 3
188 204 4
189 205 1
190 206 1
191 207 1
192 208 3
193 209 5
194 209 2
195 210 1
196 211 1
196 212 3
197 213 3
197 214 4
198 215 3
198 216 4
199 217 5
200 218 1
201 219 4
202 220 1
203 221 4
204 222 3
205 223 5
205 224 2
206 225 4
207 226 2
208 227 1
209 228 2
210 229 3
211 229 4
212 230 2
213 231 1
214 232 1
215 233 4
216 234 5
217 235 5
218 236 1
219 237 5
220 238 1
221 238 5
222 239 4
223 240 1
224 241 1
225 242 2
226 242 2
227 242 3
228 243 5
229 244 3
230 245 3
231 246 5
232 247 3
233 248 5
234 249 5
235 250 3
236 251 5
237 252 4
238 253 2
