1 2 3
1 3 4
1 4 12
2 5 13
2 6 10
2 7 10
3 8 12
3 9 2
3 10 4
4 11 1
4 12 1
4 13 12
5 14 7
5 15 6
6 16 11
6 17 13
7 18 5
7 19 5
7 20 10
8 21 2
8 22 4
9 23 8
9 24 13
9 25 13
10 26 12
10 27 5
11 28 9
11 29 5
11 30 5
12 31 5
12 32 12
12 33 9
13 34 13
13 35 8
13 36 2
14 37 12
15 37 11
16 38 12
17 38 13
18 39 11
19 40 4
20 41 4
21 41 4
22 42 9
23 43 3
24 44 6
25 45 1
26 46 12
27 47 6
28 48 5
29 49 2
30 50 10
31 51 2
32 52 11
33 53 11
34 53 4
35 54 6
36 55 2
37 56 7
37 57 4
38 58 2
39 59 1
40 60 4
40 61 8
40 62 5
41 63 6
41 64 3
42 65 12
43 66 3
44 67 13
45 68 11
46 69 8
47 70 2
47 71 11
48 72 8
49 73 2
50 74 11
51 75 1
51 76 3
52 77 3
53 78 6
54 79 7
54 80 2
55 81 10
56 82 5
57 82 5
58 83 9
59 83 12
60 84 3
61 85 3
62 85 5
63 86 11
64 86 12
65 87 7
66 87 12
67 87 1
68 88 4
69 88 3
70 89 9
71 90 9
72 91 7
73 92 10
74 92 6
75 93 12
76 93 2
77 93 13
78 93 3
79 94 13
80 95 7
81 95 9
82 96 8
82 97 1
82 98 11
83 99 8
83 100 6
84 101 7
84 102 6
85 103 8
85 104 7
85 105 13
86 106 1
86 107 5
87 108 2
87 109 11
88 110 2
89 111 7
90 112 4
90 113 5
91 114 5
91 115 2
91 116 2
92 117 11
93 118 2
94 119 5
95 120 9
95 121 3
96 122 6
96 123 2
96 124 7
97 125 12
97 126 11
97 127 11
98 128 2
98 129 4
98 130 8
99 131 5
99 132 1
99 133 3
100 134 8
100 135 8
100 136 3
101 137 12
101 138 8
101 139 6
102 140 5
102 141 11
102 142 11
103 143 11
103 144 1
103 145 12
104 146 13
104 147 8
104 148 4
105 149 12
105 150 9
105 151 3
106 152 10
106 153 2
106 154 8
107 155 10
107 156 13
107 157 9
108 158 9
108 159 6
109 160 8
109 161 3
109 162 11
110 163 13
110 164 4
111 165 13
111 166 3
111 167 13
112 168 1
112 169 7
113 170 5
113 171 6
113 172 10
114 173 11
114 174 11
114 175 12
115 176 5
115 177 8
115 178 8
116 179 5
116 180 7
117 181 8
117 182 11
117 183 3
118 184 1
118 185 12
118 186 10
119 187 4
119 188 7
119 189 7
120 190 8
120 191 10
120 192 5
121 193 6
121 194 10
122 195 13
123 195 12
124 195 7
125 195 8
126 195 8
127 196 5
128 196 11
129 196 8
130 196 12
131 197 9
132 197 5
133 197 12
134 197 7
135 197 1
136 198 10
