1 2 3
1 3 13
1 4 5
2 5 11
2 6 11
3 7 11
4 8 11
4 9 2
5 10 12
6 11 1
6 12 6
7 13 1
7 14 1
7 15 4
8 16 2
9 17 1
10 18 1
11 18 5
12 19 1
13 20 8
14 20 10
15 21 12
16 22 9
17 23 9
18 24 13
19 25 12
20 26 5
20 27 6
20 28 1
21 29 1
22 30 5
22 31 3
23 32 8
23 33 9
24 34 2
25 34 5
26 34 9
27 34 9
28 35 3
29 35 4
30 36 2
31 36 1
32 36 6
33 37 1
34 38 10
35 39 3
35 40 1
36 41 7
37 42 11
38 43 10
39 44 5
40 44 7
41 44 9
42 44 7
43 45 1
43 46 6
43 47 1
44 48 5
44 49 8
45 50 7
46 50 4
47 50 2
48 50 1
49 50 5
